drill_id,current_name,skill_category,disposition,canonical_target_name,canonical_target_id,proposed_family_slug,proposed_variation_type,proposed_resource_kind,schedulable_after,preserve_current_video,source_video_id,source_video_url,confidence,rationale,requires_manual_review
09b8ebeb-a43d-40db-b1ae-eaa44e48f82c,EASY Baseball Catch Drill — First Catch Fundamentals,Throwing,KEEP_CANONICAL,,,throwing-first-catch,base,activity,yes,yes,pPx0lH8Kd3Y,https://www.youtube.com/watch?v=pPx0lH8Kd3Y,high,CANONICAL first-catch fundamentals; carries the fuller description.,no
012241e0-c2ce-4a32-b037-39f90bd35437,Extreme Catch — Progressive Distance Arm Builder,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,Stated rule: one step back on a clean catch. A real drill from a compilation video.,no
a663b235-d115-4a52-a9d4-b33ba37e0e2a,Foul Line Throw — First Throw Introduction for Beginners,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,One stated first-day arrangement.,no
663dc298-e5f2-4ea8-9d6d-6812e652cf28,Fun Baseball Throwing Drill,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,cltDRzlLm44,https://www.youtube.com/watch?v=cltDRzlLm44,medium,One competitive throwing drill from a named coach.,no
64b38072-cd1c-4f0f-a3e1-9958c8cb0736,Funnel Drill,Throwing,MERGE_INTO,Funnel Drill — Correct Arm Path Out of the Glove,ce798b52-883f-4cf3-a6b8-311ef084a1be,throwing-funnel,base,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"Funnel Drill, thinner row, same video. Brief names this pair.",no
ce798b52-883f-4cf3-a6b8-311ef084a1be,Funnel Drill — Correct Arm Path Out of the Glove,Throwing,KEEP_CANONICAL,,,throwing-funnel,base,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,CANONICAL Funnel Drill; carries the fuller arm-path description.,no
e4309ffb-fa02-4c6d-ac87-a6580e8c5bff,High Five Drill — Elbow Up Arm Path Correction,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,One cue with one physical prompt.,no
e9b7c3c8-ce7b-44d9-9311-cacf9354400d,How to Throw a Baseball — Complete Beginner Mechanics,Throwing,TEACHING_CONTENT,,,,,teaching_content,no,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,Grip to follow-through with slow motion; mechanics instruction.,no
1a1767cc-35ca-47f3-ad7d-5a920add6597,How to Throw the RIGHT WAY,Throwing,TEACHING_CONTENT,,,,,teaching_content,no,yes,Hk9-ofX19Ig,https://www.youtube.com/watch?v=Hk9-ofX19Ig,high,Breaks down proper mechanics; no arrangement.,no
6759598d-9bfc-47b2-91f1-31c77fc97cb5,Kneel-Down Throw — Isolating Upper Body and Wrist Snap,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,"Phase one of a throwing progression, stated as its own setup and distance.",no
3f2af696-fe22-4fb6-936f-fefe7d86681a,Long Toss,Throwing,KEEP_CANONICAL,,,throwing-long-toss,base,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"CANONICAL Long Toss, per the brief.",no
2b5adf22-f8b1-4cfe-87e9-fe7ec1a1957e,Long Toss Progression — Building Arm Strength Safely,Throwing,PROGRESSION_OF,Long Toss,3f2af696-fe22-4fb6-936f-fefe7d86681a,throwing-long-toss,progression,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"A stated distance protocol built on Long Toss. Brief: canonical plus progression, NOT a merge.",no
726384a7-dacf-440b-8b42-381843a01722,Over-Under — Two Ways to Throw and Catch,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,Two throw types in a stated sequence.,no
5b5b59e9-4906-4ba5-ad8b-1e9608041ef5,Partner Catch,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,medium,Basic partner catch. Distinct from the warm-up routine in d6a3170b.,no
50087451-2665-4c78-b968-ca56e9ceec3b,Point-and-Go Glove Drill — Align Your Body to the Target,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,One alignment cue drilled.,no
e40632d7-5ffb-42e9-9652-bd9a49e68ff5,Quick Hands Drill,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"Brief: Quick Hands and Quick Hands Quick Feet are RELATED, NOT duplicates. Deliberately not merged despite the shared video.",yes
84930859-7689-4f1f-a9ba-5e71b4991af9,Quick Hands Quick Feet — Fast Transfer Drill,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,Adds feet to the transfer. Deliberately kept separate from e40632d7.,yes
2ac95ee1-db4f-4ab1-b2ec-569a5419b6ef,Second Baseman Flip/Throw Combo,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,6QIt-cYXL4s,https://www.youtube.com/watch?v=6QIt-cYXL4s,high,One named combination for one position group.,no
f1e620a8-1016-4097-b104-502ddcab967a,Selfies Solo Rebounder — Build Reps Without a Partner,Throwing,KEEP_CANONICAL,,,solo-throwing-reps,progression,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,"Keeps the family but moves off base: the family held TWO base rows, which is a pre-existing data fault.",yes
4e1975e2-eb6b-49a8-9d29-0b9d0afd2f68,Simple Throwing Progressions,Throwing,PRACTICE_UNIT,,,,,practice_unit,yes,yes,LtzwCrthlTY,https://www.youtube.com/watch?v=LtzwCrthlTY,medium,Step-by-step progressions run as a sequence.,yes
0200c065-9f6f-4a76-bd9a-22e46141a6ce,The Ankle Eye Drill — Footwork Foundation,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,One named concept with one physical check.,no
3a2f690d-095d-46ea-98e8-088a7a7ea7db,Throwing Accuracy Race — Competitive Catch Under Pressure,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,Scored race with a stated reset rule.,no
530bc412-32f9-4d31-b892-f95ebced2514,Throwing Progression,Throwing,MERGE_INTO,"Throwing Progression for Youth Players — Knee, Hip, Full",69d859e5-5214-4b2d-b42f-07fcc56ff519,throwing-knee-hip-full,base,practice_unit,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,"The same three-phase progression, thinner row, same video.",no
28d76619-82c7-4b4f-aaa8-16464ba10b1b,Throwing Progression for Youth Players,Throwing,MERGE_INTO,"Throwing Progression for Youth Players — Knee, Hip, Full",69d859e5-5214-4b2d-b42f-07fcc56ff519,throwing-knee-hip-full,base,practice_unit,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,The same progression again under a generic title. Brief: normalize generic Throwing Progression titles carefully.,no
69d859e5-5214-4b2d-b42f-07fcc56ff519,"Throwing Progression for Youth Players — Knee, Hip, Full",Throwing,PRACTICE_UNIT,,,throwing-knee-hip-full,base,practice_unit,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,"CANONICAL knee/hip/full progression. A sequence run as one block, so practice_unit rather than activity.",no
9a6f58a3-0172-47e6-b159-8eb98306f5ca,Two Hand Catch,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,pPx0lH8Kd3Y,https://www.youtube.com/watch?v=pPx0lH8Kd3Y,high,One stated catching rule.,no
3cc99259-c968-4977-bd66-c168250a27b8,Wall Ball,Throwing,KEEP_CANONICAL,,,solo-throwing-reps,base,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"CANONICAL Wall Ball and the family base, per the brief.",no
d873c9db-09cd-406c-b53b-fbd6d5033185,Wall Ball Solo Drill — Partner-Free Mechanics Builder,Throwing,VARIATION_OF,Wall Ball,3cc99259-c968-4977-bd66-c168250a27b8,solo-throwing-reps,progression,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"Full mechanics against the wall. Brief: canonical plus variation, NOT a merge.",no
d6a3170b-ec74-4e4f-96df-64fba2aed225,Warm-Up Catch,Throwing,PRACTICE_UNIT,,,,,practice_unit,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,Resolved in Phase 2C. A staged pre-practice routine — distances built in rounds — not a single station. The Partner Catch concern rested on a shared video that backs TEN distinct rows including High Tee. Practice units stay schedulable.,no
3df6814c-4d77-4592-8693-9fd419ded05c,8 Baseball Warm-Up Exercises You Must Do,Warmup,PRACTICE_UNIT,,,,,practice_unit,yes,yes,yaPtL61nSzU,https://www.youtube.com/watch?v=yaPtL61nSzU,high,Eight named exercises run as one warm-up block.,no
ab8f57ca-ebf4-49b7-8f08-e62e5dd54a3f,Dynamic Warm-Up with Arm Stretches,Warmup,PRACTICE_UNIT,,,,,practice_unit,yes,yes,JBGAGVgHLq0,https://www.youtube.com/watch?v=JBGAGVgHLq0,high,A dynamic warm-up routine run as one block.,no
